title_and_specs,author,urls,avg_rating,num_ratings,date_published,booktok_popularity,num_pages,top_genre,title,series_format,rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,book_image,amazon_product_url,week,nyt_list
,TERRY PRATCHETT,,,,,,,,RAISING STEAM,,10.0,0.0,1.0,9780385538268,Doubleday,"In this Discworld fantasy set in Ankh-Morpork, Moist van Lipwig is put in charge of a powerful new machine.",https://storage.googleapis.com/du-prd/books/images/9780385538299.jpg,http://www.amazon.com/Raising-Steam-Discworld-Terry-Pratchett-ebook/dp/B00FIN0TGY?tag=NYTBSREV-20,2014-04-06,Combined Print & E-Book Fiction
,OLEN STEINHAUER,,,,,,,,THE CAIRO AFFAIR,,13.0,0.0,1.0,9781250036148,Minotaur,The murder of an American diplomat in Hungary has repercussions for the intelligence community in Egypt.,https://storage.googleapis.com/du-prd/books/images/9781250036131.jpg,http://www.amazon.com/The-Cairo-Affair-Olen-Steinhauer-ebook/dp/B00ERQA2K6?tag=NYTBSREV-20,2014-04-06,Combined Print & E-Book Fiction
,JEAN HANFF KORELITZ,,,,,,,,YOU SHOULD HAVE KNOWN,,14.0,0.0,1.0,9781455599509,Grand Central,A therapist who has written a book about how women fool themselves fails to heed her own advice.,https://storage.googleapis.com/du-prd/books/images/9781455599509.jpg,http://www.amazon.com/Should-Have-Known-Hanff-Korelitz-ebook/dp/B00DTUHNA8?tag=NYTBSREV-20,2014-04-06,Combined Print & E-Book Fiction
,BRIAN MCGILLOWAY,,,,,,,,LITTLE GIRL LOST,,15.0,0.0,1.0,9780062336583,Witness Impulse,"A police officer in Northern Ireland, investigating the case of a missing teenager, discovers a little girl wandering in the woods, her hands covered in blood.",https://storage.googleapis.com/du-prd/books/images/9780062336583.jpg,http://www.amazon.com/Little-Girl-Lost-Thriller-Thrillers-ebook/dp/B00G98B1XM?tag=NYTBSREV-20,2014-04-06,Combined Print & E-Book Fiction
,PATRICIA BRIGGS,,,,,,,,NIGHT BROKEN,,1.0,0.0,1.0,9781101638835,Ace,"The ex-wife of Adam, mate of the shape shifter Mercy Thompson, wants him back.",https://storage.googleapis.com/du-prd/books/images/9781101638835.jpg,http://www.amazon.com/Night-Broken-Thompson-Patricia-Briggs/dp/042525674X?tag=NYTBSREV-20,2014-03-30,Combined Print & E-Book Fiction
,SYLVIA DAY,,,,,,,,AFTERSHOCK,,2.0,0.0,1.0,9781459245990,Harlequin,"Gianna Rossi and Jackson Rutledge navigate a cutthroat business world and its inner circle of glamour, sex and privilege.",https://storage.googleapis.com/du-prd/books/images/9781459245990.jpg,http://www.amazon.com/Aftershock-Cosmo-Red-Hot-Reads-Harlequin-ebook/dp/B00BR1X7Y2?tag=NYTBSREV-20,2014-03-30,Combined Print & E-Book Fiction
,DANIELLE STEEL,,,,,,,,POWER PLAY,,3.0,0.0,1.0,9780345530936,Delacorte,"Two C.E.O.s — one a man, the other a woman — face very different challenges.",https://storage.googleapis.com/du-prd/books/images/9780345530936.jpg,http://www.amazon.com/Power-Play-Novel-Danielle-Steel-ebook/dp/B00F8F3HIY?tag=NYTBSREV-20,2014-03-30,Combined Print & E-Book Fiction
,JEFFREY ARCHER,,,,,,,,BE CAREFUL WHAT YOU WISH FOR,,4.0,0.0,1.0,9781250034472,St. Martin's,The Clifton Chronicles reach the 1960s in the fourth volume of the series.,https://storage.googleapis.com/du-prd/books/images/9781250034472.jpg,http://www.amazon.com/Careful-What-Wish-Clifton-Chronicles/dp/1250034485?tag=NYTBSREV-20,2014-03-30,Combined Print & E-Book Fiction
,C J BOX,,,,,,,,STONE COLD,,5.0,0.0,1.0,9780698150171,Putnam,"Joe Pickett, a Wyoming game warden and special assistant to the governor, investigates a mysterious wealthy rancher.",https://storage.googleapis.com/du-prd/books/images/9780698150171.jpg,http://www.amazon.com/Stone-Cold-Joe-Pickett-Novel-ebook/dp/B00DGZKSIU?tag=NYTBSREV-20,2014-03-30,Combined Print & E-Book Fiction
,BRANDON SANDERSON,,,,,,,,WORDS OF RADIANCE,,1.0,0.0,1.0,9781429949620,Tor/Tom Doherty,"The second book of the Stormlight Archive fantasy epic, set in the world of Roshar.",https://storage.googleapis.com/du-prd/books/images/9780765326362.jpg,http://www.amazon.com/Words-Radiance-The-Stormlight-Archive-ebook/dp/B00DA6YEKS?tag=NYTBSREV-20,2014-03-23,Combined Print & E-Book Fiction
,K BROMBERG,,,,,,,,CRASHED,,2.0,0.0,1.0,9780989450249,JKB,What will be the consequences when Rylee and Colton’s pasts crash into their future? Book 3 of the Driven trilogy.,https://storage.googleapis.com/du-prd/books/images/9780989450249.jpg,http://www.amazon.com/Crashed-The-Driven-Trilogy-Book-ebook/dp/B00HG05AZC?tag=NYTBSREV-20,2014-03-23,Combined Print & E-Book Fiction
,CLIVE CUSSLER AND JUSTIN SCOTT,,,,,,,,THE BOOTLEGGER,,3.0,0.0,1.0,9780698140738,Putnam,The early-20th-century detective Isaac Bell tracks a wide-ranging international criminal enterprise.,https://storage.googleapis.com/du-prd/books/images/9780698140738.jpg,http://www.amazon.com/The-Bootlegger-Isaac-Bell-Adventure-ebook/dp/B00DGZKMYK?tag=NYTBSREV-20,2014-03-23,Combined Print & E-Book Fiction
,BELLA ANDRE,,,,,,,,JUST TO BE WITH YOU,,13.0,0.0,1.0,9781938127397,Oak Press,The last thing the wealthy Ian Sullivan expects is for an actress to shake up his world; part of the Sullivans series.,https://storage.googleapis.com/du-prd/books/images/9781938127397.jpg,http://www.amazon.com/Just-To-With-You-Sullivans-ebook/dp/B00IJI2RH4?tag=NYTBSREV-20,2014-03-23,Combined Print & E-Book Fiction
,RON CARR,,,,,,,,THE CHANCE,,1.0,0.0,1.0,9781460326992,Harlequin Mira,"There’s an obvious attraction between two newcomers to Thunder Point, Ore., but their differences may run too deep.",https://storage.googleapis.com/du-prd/books/images/9781460326992.jpg,http://www.amazon.com/The-Chance-Book-Thunder-Point-ebook/dp/B00FBZKZLS?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,JANET EVANOVICH AND LEE GOLDBERG,,,,,,,,THE CHASE,,2.0,0.0,1.0,9780345543103,Bantam,Nicolas Fox (a handsome con man) and Kate O’Hare (an F.B.I. agent) team up to steal back a Chinese artifact taken from the Smithsonian.,https://storage.googleapis.com/du-prd/books/images/9780345543080.jpg,http://www.amazon.com/The-Chase-Novel-Fox-OHare-ebook/dp/B00EBRU00S?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,DEBBIE MACOMBER,,,,,,,,FRIENDS — AND THEN SOME,,3.0,0.0,1.0,9781941824016,Debbie Macomber Books,"The tender story of two people daring to be more than ""just friends""; first published in 1986.",https://storage.googleapis.com/du-prd/books/images/9781941824016.jpg,http://www.amazon.com/Friends-And-Then-Debbie-Macomber-Classics-ebook/dp/B00H12A2GM?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,KIM HARRISON,,,,,,,,THE UNDEAD POOL,,4.0,0.0,1.0,9780062300157,HarperVoyager,The witch Rachel Morgan must prevent all-out supernatural war; the 12th book in the Hollows series.,https://storage.googleapis.com/du-prd/books/images/9780062300157.jpg,http://www.amazon.com/The-Undead-Pool-Hollows-Harrison/dp/0061957933?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,ABBI GLINES,,,,,,,,TAKE A CHANCE,,7.0,0.0,1.0,9781476756561,Atria,"A woman’s half sister despises her, but the half sister’s hunky fling feels different emotions; a Rosemary Beach novel.",https://storage.googleapis.com/du-prd/books/images/9781476756561.jpg,http://www.amazon.com/Take-Chance-Rosemary-Beach-Series-ebook/dp/B00DPM7QDY?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,H M WARD,,,,,,,,THE ARRANGEMENT 14,,12.0,0.0,1.0,9781630350208,H. M. Ward Press,The Ferro Family erotic series continues. ,https://storage.googleapis.com/du-prd/books/images/9781630350208.jpg,http://www.amazon.com/The-Arrangement-14-Ferro-Family-ebook/dp/B00IM1ZS3I?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,JOANNE FLUKE,,,,,,,,BLACKBERRY PIE MURDER,,15.0,0.0,1.0,9780758280398,Kensington,The Minnesota baker Hannah Swensen accidentally hits a stranger with her cookie truck. Recipes included.,https://storage.googleapis.com/du-prd/books/images/9780758280398.jpg,http://www.amazon.com/Blackberry-Murder-Hannah-Swensen-Mystery-ebook/dp/B00F8J6PU2?tag=NYTBSREV-20,2014-03-16,Combined Print & E-Book Fiction
,J D ROBB,,,,,,,,CONCEALED IN DEATH,,1.0,0.0,1.0,9781101617267,Penguin Group (USA) Incorporated,"Lt. Eve Dallas is on the case when the demolition of a building that once sheltered troubled teenagers reveals skeletons hidden in the walls; by Nora Roberts, writing pseudonymously.",https://storage.googleapis.com/du-prd/books/images/9780399164439.jpg,http://www.amazon.com/Concealed-Death-J-D-Robb/dp/039916443X?tag=NYTBSREV-20,2014-03-09,Combined Print & E-Book Fiction
,LYNSAY SANDS,,,,,,,,VAMPIRE MOST WANTED,,8.0,0.0,1.0,9780062078094,Avon/HarperCollins,"Marcus Notte, an immortal, has been tasked with bringing Basha Argeneau back to the powerful clan.",https://storage.googleapis.com/du-prd/books/images/9780062078094.jpg,http://www.amazon.com/Vampire-Most-Wanted-Argeneau-Novel-ebook/dp/B00DKZ6HYA?tag=NYTBSREV-20,2014-03-09,Combined Print & E-Book Fiction
,JILL SHALVIS,,,,,,,,ONCE IN A LIFETIME,,9.0,0.0,1.0,9781455521142,Grand Central,"In the little town of Lucky Harbor, an unlikely couple try to defy the odds: Ben, grieving over a wrenching loss; and Aubrey, determined to right the wrongs of her past.",https://storage.googleapis.com/du-prd/books/images/9781455521142.jpg,http://www.amazon.com/Once-Lifetime-Lucky-Harbor-Shalvis-ebook/dp/B00CO7FN6S?tag=NYTBSREV-20,2014-03-09,Combined Print & E-Book Fiction
,DAVID WEBER,,,,,,,,LIKE A MIGHTY ARMY,,11.0,0.0,1.0,9781429945080,Tor/Tom Doherty,"In Book 7 of the Safehold science fiction series, the empire of Charis fights for self-determination.",https://storage.googleapis.com/du-prd/books/images/9781429945080.jpg,http://www.amazon.com/Like-Mighty-Safehold-David-Weber-ebook/dp/B00EGJ3R1U?tag=NYTBSREV-20,2014-03-09,Combined Print & E-Book Fiction
,J A JANCE,,,,,,,,MOVING TARGET,,12.0,0.0,1.0,9781476745039,Touchstone,Ali Reynolds discovers a connection between an attack on a jailed computer hacker and a cold-case murder in Britain.,https://storage.googleapis.com/du-prd/books/images/9781476745039.jpg,http://www.amazon.com/Moving-Target-Novel-Alison-Reynolds-ebook/dp/B00DPM7TW2?tag=NYTBSREV-20,2014-03-09,Combined Print & E-Book Fiction
,JAMES PATTERSON AND MARK SULLIVAN,,,,,,,,PRIVATE L.A.,,1.0,0.0,1.0,9780316211116,"Little, Brown",Jack Morgan and Justine Smith search for a high-powered celebrity couple who have disappeared.,https://storage.googleapis.com/du-prd/books/images/9780316211123.jpg,http://www.amazon.com/Private-L-A-James-Patterson/dp/0316211125?tag=NYTBSREV-20,2014-03-02,Combined Print & E-Book Fiction
,JONATHAN KELLERMAN,,,,,,,,KILLER,,2.0,0.0,1.0,9780345548412,Ballantine,The psychologist and police consultant Alex Delaware becomes embroiled in a child custody dispute that escalates into murder.,https://storage.googleapis.com/du-prd/books/images/9780345548412.jpg,http://www.amazon.com/Killer-An-Alex-Delaware-Novel-ebook/dp/B00EMX9QQA?tag=NYTBSREV-20,2014-03-02,Combined Print & E-Book Fiction
,JO NESBO,,,,,,,,COCKROACHES,,6.0,0.0,1.0,9780345807168,Vintage Crime/Black Lizard,"Inspector Harry Hole is dispatched from Oslo when the Norwegian ambassador to Thailand is found dead in a Bangkok brothel. The second Harry Hole novel, recently translated into English.",https://storage.googleapis.com/du-prd/books/images/9780345807168.jpg,http://www.amazon.com/Cockroaches-Second-Inspector-Vintage-Original-ebook/dp/B00FO5YFX4?tag=NYTBSREV-20,2014-03-02,Combined Print & E-Book Fiction
,ALEX BERENSON,,,,,,,,THE COUNTERFEIT AGENT,,11.0,0.0,1.0,9780698150157,Putnam,John Wells is sent on a mission to find the truth about a mysterious Iranian package said to be bound for the United States.,https://storage.googleapis.com/du-prd/books/images/9780399159732.jpg,http://www.amazon.com/Counterfeit-Agent-John-Wells-Novel-ebook/dp/B00DGZL18Q?tag=NYTBSREV-20,2014-03-02,Combined Print & E-Book Fiction
,TARA CONKLIN,,,,,,,,THE HOUSE GIRL,,12.0,0.0,1.0,9780062207524,HarperCollins,Conklin weaves together the stories of two remarkable heroines: a runaway slave in the pre-Civil War South and a lawyer in modern-day New York working on a historic class-action lawsuit.,https://storage.googleapis.com/du-prd/books/images/9780062207395.jpg,http://www.amazon.com/House-Girl-P-S-Tara-Conklin-ebook/dp/B0089LODXW?tag=NYTBSREV-20,2014-03-02,Combined Print & E-Book Fiction
,KM SCOTT,,,,,,,,GIVE IN TO ME,,13.0,0.0,1.0,9780989108188,Copper Key Media,The third book in the Heart of Stone series continues the story of Tristan and Nina.,https://storage.googleapis.com/du-prd/books/images/9780989108188.jpg,http://www.amazon.com/Give-In-Heart-Stone-Book-ebook/dp/B00IBN6S1S?tag=NYTBSREV-20,2014-03-02,Combined Print & E-Book Fiction
,MAYA BANKS,,,,,,,,LETTING GO,,3.0,0.0,1.0,9780698148161,Berkley,A widow and her late husband’s best friend encounter each other in a club devoted to the darker edges of desire.,https://storage.googleapis.com/du-prd/books/images/9780698148161.jpg,http://www.amazon.com/Letting-Go-The-Surrender-Trilogy-ebook/dp/B00ED27A04?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,J LYNN,,,,,,,,BE WITH ME,,5.0,0.0,1.0,9780062294791,Morrow/HarperCollins,"As tragedy strikes a college campus, a star-crossed couple must decide what they are willing to risk to be together.",https://storage.googleapis.com/du-prd/books/images/9780062294791.jpg,http://www.amazon.com/Be-Me-Novel-Wait-You-ebook/dp/B00DB3D99M?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,DAVID BALDACCI,,,,,,,,BULLSEYE,,7.0,0.0,1.0,9781455557288,Grand Central,"In this short story, the government assassin Will Robie is caught in the crossfire with Oliver Stone and the Camel Club.",https://storage.googleapis.com/du-prd/books/images/9781455557288.jpg,http://www.amazon.com/Bullseye-Original-Robie-Kindle-Single-ebook/dp/B00G2GMRCU?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,H M WARD,,,,,,,,THE ARRANGEMENT 13,,8.0,0.0,1.0,9781630350147,Laree Bailey,A glimpse into Sean Ferro’s mind; the Ferro Family erotic series continues.,https://storage.googleapis.com/du-prd/books/images/9781630350147.jpg,http://www.amazon.com/The-Arrangement-13-Ferro-Family-ebook/dp/B00I7G9QGS?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,KRISTEN ASHLEY,,,,,,,,KALEIDOSCOPE,,10.0,0.0,1.0,9781455599158,Forever,Emme Holmes catches the P.I. Jacob Decker off guard when she walks back into his life after nine years.,https://storage.googleapis.com/du-prd/books/images/9781455599158.jpg,http://www.amazon.com/Kaleidoscope-Colorado-Mountain-Kristen-Ashley-ebook/dp/B00D5YWZFQ?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,LORA LEIGH,,,,,,,,RULE BREAKER,,11.0,0.0,1.0,9781101612491,Berkley,A Lion Breed and enforcer uncharacteristically breaks the rules for a human woman; a novel of the Breeds.,https://storage.googleapis.com/du-prd/books/images/9781101612491.jpg,http://www.amazon.com/Rule-Breaker-A-Novel-Breeds-ebook/dp/B00COOFBAE?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,MARIE FORCE,,,,,,,,ALL YOU NEED IS LOVE,,14.0,0.0,1.0,9781101636350,Berkley Sensation,A website designer finds herself caught up in a family dispute over a country store; a Green Mountain romance.,https://storage.googleapis.com/du-prd/books/images/9781101636350.jpg,http://www.amazon.com/All-You-Need-Is-Love-ebook/dp/B00DYXAA4G?tag=NYTBSREV-20,2014-02-23,Combined Print & E-Book Fiction
,ANNA QUINDLEN,,,,,,,,STILL LIFE WITH BREAD CRUMBS,,3.0,0.0,1.0,9780812995756,Random House,An aging photographer rents a rural cottage and discovers sparks of creativity and desire.,https://storage.googleapis.com/du-prd/books/images/9780812995756.jpg,http://www.amazon.com/Still-Life-Bread-Crumbs-Novel/dp/1400065755?tag=NYTBSREV-20,2014-02-16,Combined Print & E-Book Fiction
,JEANIENE FROST,,,,,,,,UP FROM THE GRAVE,,4.0,0.0,1.0,9780062075840,Avon/HarperCollins,"A rogue C.I.A. agent’s secret activities threaten to raise tensions between humans and the undead, and the vampires Cat Crawfield and Bones must stop an all-out war; a Night Huntress novel.",https://storage.googleapis.com/du-prd/books/images/9780062075840.jpg,http://www.amazon.com/Grave-Night-Huntress-Jeaniene-Frost/dp/0062076116?tag=NYTBSREV-20,2014-02-16,Combined Print & E-Book Fiction
,JEFFREY ARCHER,,,,,,,,ONLY TIME WILL TELL,,7.0,0.0,1.0,9781429984379,St. Martin's,"The first volume of the Clifton Chronicles introduces Harry Clifton, who searches for the truth about his father.",https://storage.googleapis.com/du-prd/books/images/9781429984379.jpg,http://www.amazon.com/Only-Time-Will-Clifton-Chronicles-ebook/dp/B005569HMG?tag=NYTBSREV-20,2014-02-16,Combined Print & E-Book Fiction
,JOANNA WYLDE,,,,,,,,REAPER'S LEGACY,,10.0,0.0,1.0,9780698144088,Berkley,A biker takes over when his stepbrother turns out to be a deadbeat dad. A Reaper’s Motorcycle Club book.,https://storage.googleapis.com/du-prd/books/images/9780698144088.jpg,http://www.amazon.com/Reapers-Legacy-Motorcycle-Club-ebook/dp/B00DMCPODG?tag=NYTBSREV-20,2014-02-16,Combined Print & E-Book Fiction
,SHERRYL WOODS,,,,,,,,HOME TO SEAVIEW KEY,,11.0,0.0,1.0,9781460325278,Harlequin Mira,"Abby Miller, recently divorced and having returned to Seaview Key, falls for a handsome ex-soldier.",https://storage.googleapis.com/du-prd/books/images/9781460325278.jpg,http://www.amazon.com/Home-Seaview-Key-Novel-ebook/dp/B00F12H244?tag=NYTBSREV-20,2014-02-16,Combined Print & E-Book Fiction
,JEFFREY ARCHER,,,,,,,,THE SINS OF THE FATHER,,14.0,0.0,1.0,9781429949033,St. Martin's,"In the second volume of the Clifton Chronicles, it’s 1939 and Harry Clifton seizes a chance to bury his past. ",https://storage.googleapis.com/du-prd/books/images/9781250000972.jpg,http://www.amazon.com/The-Sins-Father-Clifton-Chronicles/dp/1250010403?tag=NYTBSREV-20,2014-02-16,Combined Print & E-Book Fiction
,KATHLEEN BROOKS,,,,,,,,FINAL VOW,,8.0,0.0,1.0,9780988210899,Laurens Publishing,"The romance between the bodyguard Ahmed and Bridget Springer, his co-worker, heats up in the sixth book of the Bluegrass Brothers series.",https://storage.googleapis.com/du-prd/books/images/9780988210899.jpg,http://www.amazon.com/Final-Vow-Bluegrass-Brothers-Book-ebook/dp/B00GO7K77O?tag=NYTBSREV-20,2014-02-09,Combined Print & E-Book Fiction
,JOYCE MAYNARD,,,,,,,,LABOR DAY,,9.0,0.0,1.0,9780061957659,HarperCollins,"One holiday weekend in New Hampshire, the lives of a single mother and her son are irrevocably changed when they show kindness to a stranger with a terrible secret. Originally published in 2009; now a movie.",https://storage.googleapis.com/du-prd/books/images/9780061843419.jpg,http://www.amazon.com/Labor-Day-Movie-Tie-Edition/dp/0062313630?tag=NYTBSREV-20,2014-02-09,Combined Print & E-Book Fiction
,KRESLEY COLE,,,,,,,,"THE PROFESSIONAL, PART 3",,10.0,0.0,1.0,9781451650099,Pocket Star,"In the third installment of Game Maker, an erotica series, a Russian Mafia enforcer, Aleksandr Sevastyan, ordered to protect his boss's daughter, spirits her from Russia to the decadent playgrounds of the super-wealthy in Paris. ",https://storage.googleapis.com/du-prd/books/images/9781451650099.jpg,,2014-02-09,Combined Print & E-Book Fiction
,J S COOPER AND HELEN COOPER,,,,,,,,THE EX GAMES,,14.0,0.0,1.0,9781940218083,Helen Cooper,"Katie Raymond learns that the handsome and sexually compelling billionaire Brandon Hastings, her first love seven years ago, has bought the corporation she works for. The first of three erotic novellas.",https://storage.googleapis.com/du-prd/books/images/9781940218083.jpg,http://www.amazon.com/The-Ex-Games-J-Cooper-ebook/dp/B00HJ70K2U?tag=NYTBSREV-20,2014-02-09,Combined Print & E-Book Fiction
,ANNETTE BLAIR AND OTHERS,,,,,,,,SCANDALOUS BRIDES,,4.0,0.0,1.0,9780987375285,Sprigleaf,Four Regency-era romance novels.,https://storage.googleapis.com/du-prd/books/images/9780987375285.jpg,http://www.amazon.com/Scandalous-Brides-Bestselling-Full-Length-Regency-ebook/dp/B00FPQHK48?tag=NYTBSREV-20,2014-02-02,Combined Print & E-Book Fiction
,JAMES PATTERSON AND EMILY RAYMOND,,,,,,,,FIRST LOVE,,5.0,0.0,1.0,9780316207027,"Little, Brown","Sixteen-year-old Axi Moore invites her best friend, whom she secretly loves, on a cross-country road trip.",https://storage.googleapis.com/du-prd/books/images/9780316207041.jpg,http://www.amazon.com/First-Love-James-Patterson/dp/0316207047?tag=NYTBSREV-20,2014-02-02,Combined Print & E-Book Fiction
,BRAD TAYLOR,,,,,,,,THE POLARIS PROTOCOL,,10.0,0.0,1.0,9780698148451,Dutton,"Taskforce operators Pike Logan and Jennifer Cahill go up against a Mexican drug cartel, and uncover a plot much more insidious than drug trafficking.",https://storage.googleapis.com/du-prd/books/images/9780698148451.jpg,http://www.amazon.com/The-Polaris-Protocol-Pike-Logan/dp/0525953973?tag=NYTBSREV-20,2014-02-02,Combined Print & E-Book Fiction
,ALAN BRADLEY,,,,,,,,THE DEAD IN THEIR VAULTED ARCHES,,12.0,0.0,1.0,9780345539694,Delacorte,"On a spring morning in 1951, the 11-year-old chemist and aspiring detective Flavia de Luce receives a cryptic message from a stranger, who is then pushed to his death.",https://storage.googleapis.com/du-prd/books/images/9780345539694.jpg,http://www.amazon.com/The-Dead-Their-Vaulted-Arches-ebook/dp/B00E2RYTJU?tag=NYTBSREV-20,2014-02-02,Combined Print & E-Book Fiction
,SUE MONK KIDD,,,,,,,,THE INVENTION OF WINGS,,1.0,0.0,1.0,9780698175242,Viking,"The relationship between a wealthy Charleston girl, Sarah Grimké, who will grow up to become a prominent abolitionist, and the slave she is given for her 11th birthday. ",https://storage.googleapis.com/du-prd/books/images/9780670024780.jpg,http://www.amazon.com/The-Invention-Wings-A-Novel/dp/0670024783?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,CHRISTINE FEEHAN,,,,,,,,DARK WOLF,,3.0,0.0,1.0,9780698136922,Berkley,The 25th book in the Carpathian series follows the story of Skyler Daratrazanoff and Dimitri Tirunul begun in “Dark Lycan.” ,https://storage.googleapis.com/du-prd/books/images/9780698136922.jpg,http://www.amazon.com/Dark-Wolf-Carpathian-Christine-Feehan-ebook/dp/B00DGZKJAW?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,LISA GARDNER,,,,,,,,FEAR NOTHING,,4.0,0.0,1.0,9780698148529,Dutton,"The Boston detective D. D. Warren, seriously injured at a crime scene, is treated by a pain therapist whose father was a serial killer.",https://storage.googleapis.com/du-prd/books/images/9780698148529.jpg,http://www.amazon.com/Fear-Nothing-Detective-Warren-Novel-ebook/dp/B00DGZKPLK?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,STUART WOODS,,,,,,,,STANDUP GUY,,6.0,0.0,1.0,9781101615881,Putnam,"In the 28th Stone Barrington novel, the New York lawyer takes on a complicated new client.",https://storage.googleapis.com/du-prd/books/images/9780399164156.jpg,http://www.amazon.com/Standup-Stone-Barrington-Stuart-Woods/dp/0399164154?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,MAYA BANKS,,,,,,,,AFTER THE STORM,,7.0,0.0,1.0,9781101602607,Berkley,"Donovan Kelly, part of an elite, family-run task force, tries to protect a beautiful stranger whose dark past is closing in on her.",https://storage.googleapis.com/du-prd/books/images/9781101602607.jpg,http://www.amazon.com/After-Storm-A-KGI-Novel-ebook/dp/B00CS74GE4?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,JAYNE ANN KRENTZ,,,,,,,,RIVER ROAD,,8.0,0.0,1.0,9781101620984,Putnam,"When Lucy Sheridan returns to the California town of Summer River after her aunt’s death, she discovers that the events of her last visit there were more complicated than she knew.",https://storage.googleapis.com/du-prd/books/images/9781101620984.jpg,http://www.amazon.com/River-Road-Jayne-Ann-Krentz-ebook/dp/B00DGZKRZY?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,JAY CROWNOVER,,,,,,,,ROME,,12.0,0.0,1.0,9780062302397,Morrow/HarperCollins,"Cora Lewis is searching for a quiet man, but instead she falls in love with Rome Archer, whose final tour of duty has shaken him; a Marked Men novel.",https://storage.googleapis.com/du-prd/books/images/9780062302397.jpg,http://www.amazon.com/Rome-A-Marked-Men-Novel-ebook/dp/B00CGZXRT8?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,GRAEME SIMSION,,,,,,,,THE ROSIE PROJECT,,13.0,0.0,1.0,9781476729107,Simon & Schuster,A man with Asperger's syndrome becomes involved with an unconventional woman.,https://storage.googleapis.com/du-prd/books/images/9781476729091.jpg,http://www.amazon.com/The-Rosie-Project-A-Novel/dp/1476729093?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,J KENNER,,,,,,,,WANTED,,14.0,0.0,1.0,9780804176675,Bantam,A new series of erotic novels; this one features the sexy Evan Black.,https://storage.googleapis.com/du-prd/books/images/9780804176675.jpg,http://www.amazon.com/Wanted-A-Most-Novel-ebook/dp/B00DXKJ6PE?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,BERNARD CORNWELL,,,,,,,,THE PAGAN LORD,,15.0,0.0,1.0,9780062199348,Harper,The fate of the English nation is at stake as the Saxon kingdom battles the Danes in the early 10th century.,https://storage.googleapis.com/du-prd/books/images/9780062199348.jpg,http://www.amazon.com/The-Pagan-Lord-Saxon-Tales-ebook/dp/B00DB32RH2?tag=NYTBSREV-20,2014-01-26,Combined Print & E-Book Fiction
,LINDA LAEL MILLER,,,,,,,,BIG SKY SECRETS,,6.0,0.0,1.0,9781460323762,Harlequin,"Landry Sutton, a self-made tycoon, heads to Hangman's Bend Ranch, intent on selling his land and returning to the city. But he didn't count on falling for country life, or Ria Manning.",https://storage.googleapis.com/du-prd/books/images/9781460323762.jpg,http://www.amazon.com/Big-Secrets-Linda-Lael-Miller/dp/0373778317?tag=NYTBSREV-20,2014-01-19,Combined Print & E-Book Fiction
,W E B GRIFFIN AND WILLIAM E BUTTERWORTH IV,,,,,,,,HAZARDOUS DUTY,,7.0,0.0,1.0,9781101636510,Putnam,"Despite their antipathy, the president calls on Charley Castillo to take action against Mexican drug cartels and Somali pirates. ",https://storage.googleapis.com/du-prd/books/images/9780399160677.jpg,http://www.amazon.com/Hazardous-Duty-Presidential-Agent-Novel-ebook/dp/B00C5R7E1O?tag=NYTBSREV-20,2014-01-19,Combined Print & E-Book Fiction
,DEAN KOONTZ,,,,,,,,INNOCENCE,,4.0,0.0,1.0,9780345539656,Bantam,A grotesque man living in exile beneath the city encounters a teenage girl hiding from dangerous enemies.,https://storage.googleapis.com/du-prd/books/images/9780553808032.jpg,http://www.amazon.com/Innocence-A-Novel-Dean-Koontz/dp/0553808036?tag=NYTBSREV-20,2013-12-29,Combined Print & E-Book Fiction
